index,product,helpful_count,total_comments,url,review_country,reviewed_at,review_text,review_rating,product_company,profile_name,review_title
14,Apple iPhone XR (64GB) - Black,536 people found this helpful,5,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=1, India ,2019-05-24,"I've been an android user all my life until I decided to try iPhone XR for iOS. Loving the camera and battery life is an absolute joy to have. It's been more than one month since I got this phone and I'm loving it. Face ID works flawlessly even in the dark and the dual sim function is working like a charm, I'm using Vodafone as my primary sim and Jio as e-sim and have faced no problem whatsoever.",5.0 out of 5 stars,Apple,Nepuni Lokho,Excellent Battery life and buttery smooth UI
15,Apple iPhone XR (64GB) - Black,313 people found this helpful,2,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=1, India ,2019-04-22,I was delivered a phone that did not work immediately after removing from the box. I was not able to return it as I need to first check with Apple. Apple service told me that the phone was lying without charge since 5 months and hence the battery failed. Now I have had to leave the phone with Apple for repairs and waiting for them to replace the battery. Please answer this: WHY SHOULD I RUN AROUND FOR THE SUB PAR QUALITY DEVICE WHEN I WAS SHIPPED A DEAD PHONE? Last time I ever purchase a phone online,1.0 out of 5 stars,Apple,Anand S Prasad,Never purchase a phone online.
16,Apple iPhone XR (64GB) - Black,189 people found this helpful,3,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=1, India ,2018-12-07,"It has been a month since I started using my iPhone XR and the experience has been awesome. Excellent battery life, smooth operating system, and most of all, dual Sim functionality are the best features of this iPhone. Spent so many days to decide on the colour, but opted for white, and I’m very happy about it. Coral is also a very good colour option which I have bought for my wife. Only issue bothering me is the time taken to charge the phone. You need to opt for overnight charging. Other than that, extremely happy with the purchase.",5.0 out of 5 stars,Apple,Srikanth Jatla,Awesome iPhone
17,Apple iPhone XR (64GB) - Black,164 people found this helpful,1,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=1, India ,2018-11-25,The phone is hanging. Video quality is not very good.,1.0 out of 5 stars,Apple,KAILASH C.,Exchange of I phone xr with xs.
18,Apple iPhone XR (64GB) - Black,124 people found this helpful,1,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=1, India ,2019-04-27,I'll use this review to mostly say what I'm not a fan of in this particular iPhone model.,4.0 out of 5 stars,Apple,LDM,Worth upgrading from the 6S? I'll know in a few months
19,Apple iPhone XR (64GB) - Black,94 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=1, India ,2019-04-21,Went with the iPhone XR after over a month of consideration.Amazon was offering some really good discounts and felt the time was right to upgrade having used the iPhone 6 for four seamless years.,1.0 out of 5 stars,Apple,Amazon Customer,Def a bad experience
20,Apple iPhone XR (64GB) - Black,88 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2, India ,2019-01-27,Best mobile  and my favourite Where nice XR Amazing futures and best camera so thanks for  Amazon,5.0 out of 5 stars,Apple,dasharthsingh  rajpurohit akherajot,Best of best quality
21,Apple iPhone XR (64GB) - Black,69 people found this helpful,1,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2, India ,2019-07-21,"Don't buy Apple products from Amazon. I got a defective product which is not activating. During first charging the iPhone started heating like anything. Since there was a 10 days replacement policy, so I asked Amazon to replace it as the product is defective. But very poor customer service from Amazon. They didn't change the iPhone rather told me to visit service centre. Now I am with a defective product which is not operating.",1.0 out of 5 stars,Apple,Amazon Customer,Horrible Experience with Amazon
22,Apple iPhone XR (64GB) - Black,63 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2, India ,2019-04-04,Face recognition is slower some times. I have no complaints about it. I am die hard fan of XR. I was eagerly waiting for dual sim iPhone. It’s heavy but looks are so attractive that you will be ready to carry that little extra weight. I am using it since two months. Don’t watch any reviews. Just buy it and enjoy. Yes it’s expensive. Sometimes rather many times money is not worth than happiness.,5.0 out of 5 stars,Apple,iAakash,It fulfilled my expectations.
23,Apple iPhone XR (64GB) - Black,60 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2, India ,2019-04-12,"Great Phone, I am happy with the phone so far.",5.0 out of 5 stars,Apple,Tarun Pandey,"Great phone, if you don't care about OLED screen, colors"
24,Apple iPhone XR (64GB) - Black,55 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2, India ,2019-06-04,"There are lots of reviews on net for XR, I would give just quick points based on my experience of XR 128 GB.",5.0 out of 5 stars,Apple,Sanjeev,A Dark Horse
25,Apple iPhone XR (64GB) - Black,62 people found this helpful,1,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2, India ,2018-11-27,Don’t buy this phone only waste of money it hang’s many time.,2.0 out of 5 stars,Apple,Prabhat,Hang’s many time
26,Apple iPhone XR (64GB) - Black,45 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2, India ,2019-09-24,STEVE JOBS GONE i phone gone !!!!!!,1.0 out of 5 stars,Apple,Dr.Reddee,I PHONE  THOFE ME MILE THO LELO
27,Apple iPhone XR (64GB) - Black,53 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2, India ,2018-12-09,Single SIM is working fine but if you are using E-sim in this phone. Not good quality for dual sim. Many times Number showing switched off.,3.0 out of 5 stars,Apple,Sonu Klaynia,Network Issue if you are using dual sim in iPhone XR
28,Apple iPhone XR (64GB) - Black,54 people found this helpful,2,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2, India ,2019-01-01,It is not supporting any type of sim.. the network gets disconnected after sometime only,1.0 out of 5 stars,Apple,Ankita Saikia,Not supporting any sim
29,Apple iPhone XR (64GB) - Black,38 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2, India ,2019-06-06,"i always was unhappy with the size of my previous iPhones (iPhone 7 and 5s), I badly needed an upgrade and but don’t have the budget of 1lakh so I took my chances with XR and I am very happy with my purchase.",5.0 out of 5 stars,Apple,Munnagkumar Anne,Best Buy!! iPhone XR full fills the dream of big iPhone
30,Apple iPhone XR (64GB) - Black,35 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=3, India ,2019-02-06,This is a product which lets down the whole high end feel of an iPhone. Apple has packed in a very sophisticated software hardware system in a rather disappointing design and the phone is bulkier and heavier than any of its competition in the market. The premium feel of the product is completely let down and left to enjoy is a good software interface of ios and an excellent camera. Overall a cheap buy for an apple lover but for a first time user the phone is totally let down.,3.0 out of 5 stars,Apple,Nitesh,Disappointment for an iPhone
31,Apple iPhone XR (64GB) - Black,35 people found this helpful,1,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=3, India ,2019-07-13,Im facing some speaker related issues and had given my handset XR 64 Gb in service center they denied to repair the same stating that the handset is fake and not valid for any warrenty,1.0 out of 5 stars,Apple,Ankur Arora ,Fake handsetset received
32,Apple iPhone XR (64GB) - Black,32 people found this helpful,1,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=3, India ,2019-04-24,All in all an amazing product yet again from Apple. I know many people are confused wheather to go for an apple X or Xr. Well to be frank i suggest XR purely because of the fact that XR will have 1yr more support from Apple in respect to X.  Other than that the dual camera of X and single camera of XR have the same quality. As far as speed goes both are same. Xr is dual sim but you gotta understand you can insert just 1 sim. The 2nd sim is an eSim which needs to be activated by Telecom service providers. Theres not much difference in display as well. All in all XR rules,5.0 out of 5 stars,Apple,Neel,Go for XR if you confused between X and XR
33,Apple iPhone XR (64GB) - Black,28 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=3, India ,2020-02-05,I had taken the phone but the phones holds too many defects and issues. When we talk the mouth pice is not that precise to hold you voice creaky the voice is not audible if the phone is even partially away from your chin/mouth.,1.0 out of 5 stars,Apple,Meher k.,Pathetic Apple and IPhone Review
34,Apple iPhone XR (64GB) - Black,26 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=3, India ,2019-09-10,there are two angles from which smartphones are generally looked. and i will be very honest in this review so that a genuine user can understand if he really wants apple!,5.0 out of 5 stars,Apple,Ayush Kumar Singh,"got at ₹49,900 but do i wasted my 50k?? ABSOLUTELY NO!"
35,Apple iPhone XR (64GB) - Black,29 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=3, India ,2019-04-11,"Smooth as butter, no lag and awesome display with superb camera..Just the perfect phone",5.0 out of 5 stars,Apple,Harshal,Smooth as Butter
36,Apple iPhone XR (64GB) - Black,24 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=3, India ,2019-04-15,"Using around a week now. It’s snappy fast. Power efficient. Gives a back up of a whole day on average use. It has a single but impressive rear camera. Selfie camera is excellent. Low light performance is average though. The phone is bulky, Heavy, weighing more than 190 grams. You surely need to use a protective case to protect Camera bump and glass on both sides. Display is crisp.",5.0 out of 5 stars,Apple,Manohar Mali,Nice Phone
37,Apple iPhone XR (64GB) - Black,19 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=3, India ,2019-05-14,This is by far the best smartphone i have ever owned.,5.0 out of 5 stars,Apple,Alfred,Awsome Product by Apple
38,Apple iPhone XR (64GB) - Black,23 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=3, India ,2018-11-26,"A Perfect Phone with a great camera, great performance, Great look, Great Battery life and a good Display. Worth the trade off. Perfect size",5.0 out of 5 stars,Apple,yaswanth kumar,Awesome Phone
39,Apple iPhone XR (64GB) - Black,16 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=3, India ,2019-10-07,"NEVER BUY it from Amazon. VERY POOR PRODUCT AND CUSTOMER CARE.i bought it and received it on 3.10.2019 and noted a crack on right top corner of display which was visible when the plastic sticker was removed and complained to amazon customer cell on 4.10.2019. they assured a replacement. nothing happened. when i called them a number of times, they simply tranfer my calls to diiferent sections and then assurinng call back and then not calling back. Apple says it is the duty of amazon to take measures for replacement. Still left nowhere with my money gone on a damaged product.",1.0 out of 5 stars,Apple,ramanadhan,NEVER BUY FROM AMAZON
40,Apple iPhone XR (64GB) - Black,25 people found this helpful,1,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=4, India ,2018-11-01,Extremely easy to use. Good specifications.,5.0 out of 5 stars,Apple,AMIT SINGHA ROY,Worthy buy
41,Apple iPhone XR (64GB) - Black,15 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=4, India ,2019-05-18,Best iPhone I’ve used. Sold my one plus 6 and got this one. The screen is not an OLED so you miss out on deep blacks and saturation. But I noticed the colours are better than the older iPhones with LCD. It also has thick bezels which take some time to get used to. An OLED screen on this would’ve been wonderful but apple being apple wont do that!,5.0 out of 5 stars,Apple,Suraag,Amazing phone! iOS makes it worth the money! Delivered 3 days late by the seller.
42,Apple iPhone XR (64GB) - Black,19 people found this helpful,2,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=4, India ,2019-06-17,Poor Front camera cannot take photo with light at background (photo attached),1.0 out of 5 stars,Apple,Amazon Customer,Worst camera
43,Apple iPhone XR (64GB) - Black,14 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=4, India ,2019-08-16,"This is my first phone from Apple. I was in confusion in buying between pixel and iphone. Even though pixel is far superior than apple in all departments, I went for iphone due to craziness. The product is well packed and delivered. When I started using the phone, the screen looks average, battery is good and the hardware seems good. The camera disappoints me al lot. Never expect this from Apple. In particular, the front camera is worst, in indoor lightning conditions and can see dots in image like a VGA camera.  At a cost of 60k, I was more so curious about the camera. It disappoints me badly. Even my motorola camera works well. If you are crazzy for the brand, go for it. Else definitely, you can go for other models in the market.",1.0 out of 5 stars,Apple,Dinesh,Disappointed !!!
44,Apple iPhone XR (64GB) - Black,17 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=4, India ,2019-08-13,This Appario seem to be a fraud. My shipment has been smartly tampered and the have managed to overcome the security features. Even iPhone package back label have been tampered. Amazon Customer Care on phone or Twitter is of no help. I need to return this and get a replacement.,1.0 out of 5 stars,Apple,Amazon Customer,Tampered shipment & product
45,Apple iPhone XR (64GB) - Black,21 people found this helpful,1,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=4, India ,2018-11-12,"Most Beautiful, Fast and Stylish iPhone, I've ever Had..",5.0 out of 5 stars,Apple,Sushil Nagpal,"Most Beautiful, Fast and Stylish iPhone, I've ever Had.."
46,Apple iPhone XR (64GB) - Black,15 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=4, India ,2019-06-11,"Like every time, Apple has again mesmerised me with it’s great creation iPhone XR. The best part in this is when you unbox your brand new iPhone. It comes with an earpod, and a Fast charger. I understand that the price might be a bit high but trust me, it’s worth it. The camera has the best feature within it. Everyone says that it’s an LCD screen but you’ll nit be able to differentiate just by looking at the screen. The phone performance  is more faster now. And last but not the least, I am really impressed with the battery back up time. It really lasts. Full charge at 10 am and then the whole day on Cellular Data, I have played PES2019, played some songs from YouTube Music, hovering on Whatsapp, Instagram, Facebook and clicked some good photos. When i came back home at 11 o’clock, i still had 66% charge. That’s what we needed in an iPhone.",5.0 out of 5 stars,Apple,Kusan Majumder,The Best Choice !
47,Apple iPhone XR (64GB) - Black,11 people found this helpful,1,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=4, India ,2019-09-15,iPhone XR is excellent there is no doubt about this. This first time my iPhone experience. Its great experience. But I am very unhappy about the dual sim performance (May be solved the problem).,3.0 out of 5 stars,Apple,Mondal,Problem with Dual SIM
48,Apple iPhone XR (64GB) - Black,15 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=4, India ,2019-03-10,Been a iPhone user always. Upgraded to iPhone XR from iPhone 6 and I have no regrets. Just love the ease that face recognition brings in... freedom that 128GB memory brings in... and of course peace of mind that Apple brand name brings in.,5.0 out of 5 stars,Apple,Santanu Biswas,Best iPhone till date
49,Apple iPhone XR (64GB) - Black,18 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=4, India ,2019-05-25,the phone wont turn on,1.0 out of 5 stars,Apple,varun,faulty product sent
50,Apple iPhone XR (64GB) - Black,12 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=5, India ,2019-05-05,"A lot of criticism of iPhone XR has been about its inability to take portrait pics of “only human faces!” Though true, it can be very easily overcome by downloading a software app - “Halide!” That and the near negligible difference in viewing experience, puts it on par with iPhone XS and even XS Max! Just go for it— the 256 GB storage version!",5.0 out of 5 stars,Apple,Vyver,Go for iPhone XR 256GB!
51,Apple iPhone XR (64GB) - Black,14 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=5, India ,2019-08-09,Prices have fallen by rs 10000 in 3 days after I bought my phone. I feel terrible.,1.0 out of 5 stars,Apple,H S.,Prices have fallen by rs 10000 in 3 days after I bought my phone. I feel terrible.
52,Apple iPhone XR (64GB) - Black,10 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=5, India ,2019-08-22,Faulty product delivered and Amazon not giving replacement. Cheating with customer and just making money by scam and defective product delivery. Phone is not usable as display stop working randomly and screen freeze suddenly. I have provide problem video also to Amazon within 10 days of replacement but Amazon just making money and cheating with customer.,1.0 out of 5 stars,Apple,Ratnesh,Pathetic service from Amazon
53,Apple iPhone XR (64GB) - Black,10 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=5, India ,2019-12-09, Iphone is good but probably I have received a defective piece from amazon as I am facing issues with software. Further never heard a iphone to be hanging issue but I am facing the same and attached a video regarding it. Within a month I have to visit customer care and still facing issues. Very worst experience don’t buy it from amazon.,1.0 out of 5 stars,Apple,Prince kumar,Just don’t buy it from amazon totally waste of money.
54,Apple iPhone XR (64GB) - Black,14 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=5, India ,2018-11-28,"Super fast performance, long battery hours, little heavier than iphone 7 plus. Overall good phone.",5.0 out of 5 stars,Apple,mike,"Fast, long battery hours"
55,Apple iPhone XR (64GB) - Black,9 people found this helpful,1,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=5, India ,2019-06-25,Has many drawbacks. Apps developed for iPhone by Indian Companies aren’t good at all. You can’t even do a normal Tatkal booking as irctc app unavailable. No dual Whatsapp so one number is wasted. No dual Facebook as well. Maximum 5gb cloud backup storage limit. Apps get refreshed more frequently and better enhancements on android. No features to search apps easily. Wifi once disconnected loses auto join features. Maximum 100 call records that’s very very annoying. Difficult to set primary and secondary sims in sms. Some Whatsapp features missing.,2.0 out of 5 stars,Apple,Aniruddha Ghosh,Disappointing in many ways
