Field Comm,Delta,Reporting Unit,Location,Capability,Component,Squadron Type,Mission,Task Number,Task Title,Task Full Name,MET Display Title,,MET Analytics Series,MET Analytics Code,MET Analytics Name,MET Analytics Sort,MET Measure Full Name,Measure,Criteria Met,REMARK
SSC,SLD 45,0001 RANGE OPERATIONS SQ 0000,Patrick Space Force Base,5SLCA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0130,Installation,10,F0130 - Receives adequate contractor support to meet mission requirements, Receives adequate contractor support to meet mission requirements,Y,
SSC,SLD 45,0001 RANGE OPERATIONS SQ 0000,Patrick Space Force Base,5SLCA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0410,Installation,10,F0410 - Receives adequate civil engineering and real property support to meet mission requirements, Receives adequate civil engineering and real property support to meet mission requirements,Y,
SSC,SLD 45,0001 RANGE OPERATIONS SQ 0000,Patrick Space Force Base,5SLCA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0412,Installation,10,F0412 - Is generator / UPS / back up power adequate to meet mission requirements, Is generator / UPS / back up power adequate to meet mission requirements,Y,
SSC,SLD 45,0001 RANGE OPERATIONS SQ 0000,Patrick Space Force Base,5SLCA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0413,Installation,10,F0413 - Is HVAC adequate to meet mission requirements, Is HVAC adequate to meet mission requirements,Y,
SSC,SLD 45,0001 RANGE OPERATIONS SQ 0000,Patrick Space Force Base,5SLCA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0414,Installation,10,F0414 - Is chiller sytem adequate to meet mission requirements, Is chiller sytem adequate to meet mission requirements,Y,
SSC,SLD 45,0001 RANGE OPERATIONS SQ 0000,Patrick Space Force Base,5SLCA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0421,Installation,10,F0421 - Receives adequate fire and emergency services support to meet mission requirements, Receives adequate fire and emergency services support to meet mission requirements,Y,
SSC,SLD 45,0001 RANGE OPERATIONS SQ 0000,Patrick Space Force Base,5SLCA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0422,Installation,10,F0422 - Is fire suppresion adequate to meet mission requirements, Is fire suppresion adequate to meet mission requirements,Y,
SSC,SLD 45,0001 RANGE OPERATIONS SQ 0000,Patrick Space Force Base,5SLCA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0430,Installation,10,F0430 - Is Facility adequate to meet mission requirements, Is Facility adequate to meet mission requirements,Y,
SSC,SLD 45,0001 RANGE OPERATIONS SQ 0000,Patrick Space Force Base,5SLCA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0431,Installation,10,F0431 - Is work space adequate to meet mission requirements, Is work space adequate to meet mission requirements,Y,
SSC,SLD 45,0001 RANGE OPERATIONS SQ 0000,Patrick Space Force Base,5SLCA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0432,Installation,10,F0432 - Is SCIF adequate to meet mission requirements, Is SCIF adequate to meet mission requirements,Y,
SSC,SLD 45,0001 RANGE OPERATIONS SQ 0000,Patrick Space Force Base,5SLCA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0433,Installation,10,F0433 - Is COOP or alternate facility adequate to meet mission requirements, Is COOP or alternate facility adequate to meet mission requirements,Y,
SSC,SLD 45,0001 RANGE OPERATIONS SQ 0000,Patrick Space Force Base,5SLCA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0440,Installation,10,F0440 - Receives adequate logistics readiness support to meet mission requirements, Receives adequate logistics readiness support to meet mission requirements,Y,
SSC,SLD 45,0001 RANGE OPERATIONS SQ 0000,Patrick Space Force Base,5SLCA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0441,Installation,10,F0441 - Receives adequate vehicle support to meet mission requirements, Receives adequate vehicle support to meet mission requirements,Y,
SSC,SLD 45,0001 RANGE OPERATIONS SQ 0000,Patrick Space Force Base,5SLCA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0450,Installation,10,F0450 - Receives adequate security and force protection support to meet mission requirements, Receives adequate security and force protection support to meet mission requirements,Y,
SSC,SLD 45,0001 RANGE OPERATIONS SQ 0000,Patrick Space Force Base,5SLCA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0601,Installation,10,F0601 - Receives adequate NIPR / SIPR / JWICS equipment and account support to meet mission requirements, Receives adequate NIPR / SIPR / JWICS equipment and account support to meet mission requirements,Y,
SSC,SLD 45,0001 RANGE OPERATIONS SQ 0000,Patrick Space Force Base,5SLCA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0602,Installation,10,F0602 - Receives adequate cyber defense support to meet mission requirements, Receives adequate cyber defense support to meet mission requirements,Y,
SSC,SLD 45,0001 RANGE OPERATIONS SQ 0000,Patrick Space Force Base,5SLCA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0910,Installation,10,F0910 - Are support agreements with outside agencies current and adequate to meet mission requirements, Are support agreements with outside agencies current and adequate to meet mission requirements,Y,
SSC,SLD 45,0001 RANGE OPERATIONS SQ 0000,Patrick Space Force Base,5SLCA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0411,Installation,10,F0411 - Is commercial power adequate to meet mission requirements, Is commercial power adequate to meet mission requirements,N,"F0411 - The commercial power provider is dealing with disputes over energy pricing and contracts, affecting service continuity."
SSC,SLD 45,0001 RANGE OPERATIONS SQ 0000,Patrick Space Force Base,5SLCA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0600,Installation,10,F0600 - Receives adequate communications support to meet mission requirements, Receives adequate communications support to meet mission requirements,N,"F0600 - We are facing a shortfall in communications equipment to meet operational standards, with only 78% of the required equipment available."
SSC,SLD 45,0001 RANGE OPERATIONS SQ 0000,Patrick Space Force Base,5SLCA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0900,Installation,10,F0900 - Receives adequate medical support to meet mission requirements, Receives adequate medical support to meet mission requirements,N,F0900 - High turnover rates among medical personnel are leading to gaps in medical coverage.
SSC,SLD 45,0001 RANGE OPERATIONS SQ 0000,Patrick Space Force Base,5SLCA,Active,Force Generation,Core,SFTA 3.5.1.1.1,Perform Space Launch Range Operations,SFTA 3.5.1.1.1 - Perform Space Launch Range Operations,Perform Space Launch Range Operations,,P,P032,Personnel,1,P032 - Trained personnel available to execute approved spaceport manifest.,Trained personnel available to execute approved spaceport manifest.,N,P032 - Personnel readiness is below expectations and needs improvement. This specifically pertains to the measure: 'Trained personnel available to execute approved spaceport manifest.'.
SSC,SLD 45,0001 RANGE OPERATIONS SQ 0000,Patrick Space Force Base,5SLCA,Active,Force Generation,Core,SFTA 3.5.1.1.1,Perform Space Launch Range Operations,SFTA 3.5.1.1.1 - Perform Space Launch Range Operations,Perform Space Launch Range Operations,,X,X086,Other functional based standards,13,X086 - Comm and operator devices available to successfully perform duties related to spaceport launch and test range missions.,Comm and operator devices available to successfully perform duties related to spaceport launch and test range missions.,N,X086 - Standards related to Comm and operator devices available to successfully perform duties related to spaceport launch and test range missions. require further attention. This specifically pertains to the measure: 'Comm and operator devices available to successfully perform duties related to spaceport launch and test range missions.'.
SSC,SLD 45,0001 RANGE OPERATIONS SQ 0000,Patrick Space Force Base,5SLCA,Active,Force Generation,Core,SFTA 3.5.1.1.1,Perform Space Launch Range Operations,SFTA 3.5.1.1.1 - Perform Space Launch Range Operations,Perform Space Launch Range Operations,,X,X400,Other functional based standards,13,"X400 - Provide the ability to plan, schedule and perform all operations on the range, enabling multiple operations to be synchronized and if necessary take place simultaneously (with the exception of launch) allowing for the most efficient use of resources.","Provide the ability to plan, schedule and perform all operations on the range, enabling multiple operations to be synchronized and if necessary take place simultaneously (with the exception of launch) allowing for the most efficient use of resources.",N,"Standards related to Provide the ability to plan, schedule and perform all operations on the range, enabling multiple operations to be synchronized and if necessary take place simultaneously (with the exception of launch) allowing for the most efficient use of resources. require further attention. This specifically pertains to the measure: 'Provide the ability to plan, schedule and perform all operations on the range, enabling multiple operations to be synchronized and if necessary take place simultaneously (with the exception of launch) allowing for the most efficient use of resources.'."
SSC,SLD 45,0001 RANGE OPERATIONS SQ 0000,Patrick Space Force Base,5SLCA,Active,Force Generation,Core,SFTA 3.5.1.1.1,Perform Space Launch Range Operations,SFTA 3.5.1.1.1 - Perform Space Launch Range Operations,Perform Space Launch Range Operations,,X,X463,Other functional based standards,13,X463 - Slips to launch or major launch/processing milestones due to Range Management services or equipment failures.,Slips to launch or major launch/processing milestones due to Range Management services or equipment failures.,N,X463 - Standards related to Slips to launch or major launch/processing milestones due to Range Management services or equipment failures. require further attention. This specifically pertains to the measure: 'Slips to launch or major launch/processing milestones due to Range Management services or equipment failures.'.
SSC,SLD 45,0001 RANGE OPERATIONS SQ 0000,Patrick Space Force Base,5SLCA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0930,Installation,10,F0930 - Receives adequate funding for facility requirements,Receives adequate funding for facility requirements,Y,
SSC,SLD 45,0001 RANGE OPERATIONS SQ 0000,Patrick Space Force Base,5SLCA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0940,Installation,10,F0940 - Receives adequate legal office support to meet mission requirements,Receives adequate legal office support to meet mission requirements,Y,
SSC,SLD 45,0001 RANGE OPERATIONS SQ 0000,Patrick Space Force Base,5SLCA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0950,Installation,10,F0950 - Receives adequate chaplain support to meet mission requirements,Receives adequate chaplain support to meet mission requirements,Y,
SSC,SLD 45,0001 RANGE OPERATIONS SQ 0000,Patrick Space Force Base,5SLCA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0960,Installation,10,F0960 - Receives adequate mental health support to meet mission requirements,Receives adequate mental health support to meet mission requirements,Y,
NSIC,NSIC,0001 SPACE ANALYSIS SQ 0000,Wright Patterson,PS3AA,Active,Force Generation,Core,SN 3.5.2.6.3,Provide Space Reconnaissance,SN 3.5.2.6.3 - Provide Space Reconnaissance,Provide Space Reconnaissance,,X,X196,Other functional based standards,13,X196 - Intelligence production on operational requirements to define object features in space,Intelligence production on operational requirements to define object features in space,Y,Standards related to Intelligence production on operational requirements to define object features in space are met or exceeded. This specifically pertains to the measure: 'Intelligence production on operational requirements to define object features in space'.
NSIC,NSIC,0001 SPACE ANALYSIS SQ 0000,Wright Patterson,PS3AA,Active,Force Generation,Core,AFST 2.1.2.2,"Create and Disseminate Integrated, Predictive All-Source Intelligence of Threat Space Systems","AFST 2.1.2.2 - Create and Disseminate Integrated, Predictive All-Source Intelligence of Threat Space Systems","Create and Disseminate Integrated, Predictive All-Source Intelligence of Threat Space Systems",,X,X359,Other functional based standards,13,X359 - Production of requirements relating to foreign ISR,Production of requirements relating to foreign ISR,Y,X359 - Standards related to Production of requirements relating to foreign ISR are met or exceeded. This specifically pertains to the measure: 'Production of requirements relating to foreign ISR'.
NSIC,NSIC,0001 SPACE ANALYSIS SQ 0000,Wright Patterson,PS3AA,Active,Force Generation,Core,SN 2.4.2.5,Provide Scientific and Technical Intelligence (S&TI),SN 2.4.2.5 - Provide Scientific and Technical Intelligence (S&TI),Provide Scientific and Technical Intelligence (S&TI),,X,X361,Other functional based standards,13,X361 - Production of requirements relating to foreign space lift systems,Production of requirements relating to foreign space lift systems,Y,Standards related to Production of requirements relating to foreign space lift systems are met or exceeded. This specifically pertains to the measure: 'Production of requirements relating to foreign space lift systems'.
NSIC,NSIC,0001 SPACE ANALYSIS SQ 0000,Wright Patterson,PS3AA,Active,Force Generation,Core,AFST 2.1.2.2,"Create and Disseminate Integrated, Predictive All-Source Intelligence of Threat Space Systems","AFST 2.1.2.2 - Create and Disseminate Integrated, Predictive All-Source Intelligence of Threat Space Systems","Create and Disseminate Integrated, Predictive All-Source Intelligence of Threat Space Systems",,X,X364,Other functional based standards,13,X364 - Production of requirements relating to intelligence on satellite design,Production of requirements relating to intelligence on satellite design,Y,X364 - Standards related to Production of requirements relating to intelligence on satellite design are met or exceeded. This specifically pertains to the measure: 'Production of requirements relating to intelligence on satellite design'.
NSIC,NSIC,0001 SPACE ANALYSIS SQ 0000,Wright Patterson,PS3AA,Active,Force Generation,Core,SN 2.4.2.5,Provide Scientific and Technical Intelligence (S&TI),SN 2.4.2.5 - Provide Scientific and Technical Intelligence (S&TI),Provide Scientific and Technical Intelligence (S&TI),,X,X365,Other functional based standards,13,X365 - Production of requirements relating to on foreign satellite design,Production of requirements relating to on foreign satellite design,Y,Standards related to Production of requirements relating to on foreign satellite design are met or exceeded. This specifically pertains to the measure: 'Production of requirements relating to on foreign satellite design'.
NSIC,NSIC,0001 SPACE ANALYSIS SQ 0000,Wright Patterson,PS3AA,Reserve,Force Generation,Core,AFST 2.1.2.2,"Create and Disseminate Integrated, Predictive All-Source Intelligence of Threat Space Systems","AFST 2.1.2.2 - Create and Disseminate Integrated, Predictive All-Source Intelligence of Threat Space Systems","Create and Disseminate Integrated, Predictive All-Source Intelligence of Threat Space Systems",,X,X468,Other functional based standards,13,"X468 - Sufficiency of available data on foreign beam and transponder reports and signals of interest, based on the system status and priority","Sufficiency of available data on foreign beam and transponder reports and signals of interest, based on the system status and priority",Y,"Standards related to Sufficiency of available data on foreign beam and transponder reports and signals of interest, based on the system status and priority are met or exceeded. This specifically pertains to the measure: 'Sufficiency of available data on foreign beam and transponder reports and signals of interest, based on the system status and priority'."
NSIC,NSIC,0001 SPACE ANALYSIS SQ 0000,Wright Patterson,PS3AA,Active,Force Generation,Core,AFST 2.1.2.2,"Create and Disseminate Integrated, Predictive All-Source Intelligence of Threat Space Systems","AFST 2.1.2.2 - Create and Disseminate Integrated, Predictive All-Source Intelligence of Threat Space Systems","Create and Disseminate Integrated, Predictive All-Source Intelligence of Threat Space Systems",,X,X473,Other functional based standards,13,X473 - Sufficiency of available data on foreign navigation systems,Sufficiency of available data on foreign navigation systems,Y,Standards related to Sufficiency of available data on foreign navigation systems are met or exceeded. This specifically pertains to the measure: 'Sufficiency of available data on foreign navigation systems'.
NSIC,NSIC,0001 SPACE ANALYSIS SQ 0000,Wright Patterson,PS3AA,Guard,Force Generation,Core,SN 2.4.2.5,Provide Scientific and Technical Intelligence (S&TI),SN 2.4.2.5 - Provide Scientific and Technical Intelligence (S&TI),Provide Scientific and Technical Intelligence (S&TI),,X,X473,Other functional based standards,13,X473 - Sufficiency of available data on foreign navigation systems,Sufficiency of available data on foreign navigation systems,Y,Standards related to Sufficiency of available data on foreign navigation systems are met or exceeded. This specifically pertains to the measure: 'Sufficiency of available data on foreign navigation systems'.
NSIC,NSIC,0001 SPACE ANALYSIS SQ 0000,Wright Patterson,PS3AA,Active,Force Generation,Core,SN 2.4.2.5,Provide Scientific and Technical Intelligence (S&TI),SN 2.4.2.5 - Provide Scientific and Technical Intelligence (S&TI),Provide Scientific and Technical Intelligence (S&TI),,X,X474,Other functional based standards,13,X474 - Sufficiency of available data on foreign satellite design,Sufficiency of available data on foreign satellite design,Y,X474 - Standards related to Sufficiency of available data on foreign satellite design are met or exceeded. This specifically pertains to the measure: 'Sufficiency of available data on foreign satellite design'.
NSIC,NSIC,0001 SPACE ANALYSIS SQ 0000,Wright Patterson,PS3AA,Active,Force Generation,Core,SN 2.4.2.5,Provide Scientific and Technical Intelligence (S&TI),SN 2.4.2.5 - Provide Scientific and Technical Intelligence (S&TI),Provide Scientific and Technical Intelligence (S&TI),,X,X475,Other functional based standards,13,X475 - Sufficiency of available data on foreign space-based communication systems,Sufficiency of available data on foreign space-based communication systems,Y,X475 - Standards related to Sufficiency of available data on foreign space-based communication systems are met or exceeded. This specifically pertains to the measure: 'Sufficiency of available data on foreign space-based communication systems'.
NSIC,NSIC,0001 SPACE ANALYSIS SQ 0000,Wright Patterson,PS3AA,Reserve,Force Generation,Core,AFST 2.1.2.2,"Create and Disseminate Integrated, Predictive All-Source Intelligence of Threat Space Systems","AFST 2.1.2.2 - Create and Disseminate Integrated, Predictive All-Source Intelligence of Threat Space Systems","Create and Disseminate Integrated, Predictive All-Source Intelligence of Threat Space Systems",,X,X476,Other functional based standards,13,X476 - Sufficiency of available data on satellite design,Sufficiency of available data on satellite design,Y,X476 - Standards related to Sufficiency of available data on satellite design are met or exceeded. This specifically pertains to the measure: 'Sufficiency of available data on satellite design'.
NSIC,NSIC,0001 SPACE ANALYSIS SQ 0000,Wright Patterson,PS3AA,Active,Force Generation,Core,AFST 2.1.2.4,"Create and Disseminate Integrated, Predictive All-Source Intelligence of Threat Space Order of Battle","AFST 2.1.2.4 - Create and Disseminate Integrated, Predictive All-Source Intelligence of Threat Space Order of Battle","Create and Disseminate Integrated, Predictive All-Source Intelligence of Threat Space Order of Battle",,X,X477,Other functional based standards,13,X477 - Sufficiency of available operational support on foreign order of battles,Sufficiency of available operational support on foreign order of battles,Y,X477 - Standards related to Sufficiency of available operational support on foreign order of battles are met or exceeded. This specifically pertains to the measure: 'Sufficiency of available operational support on foreign order of battles'.
NSIC,NSIC,0001 SPACE ANALYSIS SQ 0000,Wright Patterson,PS3AA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0110,Installation,10,F0110 - Receives adequate force support to meet mission requirements, Receives adequate force support to meet mission requirements,Y,
NSIC,NSIC,0001 SPACE ANALYSIS SQ 0000,Wright Patterson,PS3AA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0111,Installation,10,F0111 - Receives adequate Special Security Office (SSO) support to meet mission requirements,Receives adequate Special Security Office (SSO) support to meet mission requirements,Y,
NSIC,NSIC,0001 SPACE ANALYSIS SQ 0000,Wright Patterson,PS3AA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0120,Installation,10,F0120 - Receives adequate Contracting Office support to meet mission requirements, Receives adequate Contracting Office support to meet mission requirements,Y,
NSIC,NSIC,0001 SPACE ANALYSIS SQ 0000,Wright Patterson,PS3AA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0130,Installation,10,F0130 - Receives adequate contractor support to meet mission requirements, Receives adequate contractor support to meet mission requirements,Y,
NSIC,NSIC,0001 SPACE ANALYSIS SQ 0000,Wright Patterson,PS3AA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0411,Installation,10,F0411 - Is commercial power adequate to meet mission requirements, Is commercial power adequate to meet mission requirements,Y,
NSIC,NSIC,0001 SPACE ANALYSIS SQ 0000,Wright Patterson,PS3AA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0412,Installation,10,F0412 - Is generator / UPS / back up power adequate to meet mission requirements, Is generator / UPS / back up power adequate to meet mission requirements,Y,
NSIC,NSIC,0001 SPACE ANALYSIS SQ 0000,Wright Patterson,PS3AA,Active,Force Generation,Core,SFSN.3.5.1.10,Recieve adequate support from base support agencies,SFSN.3.5.1.10 - Recieve adequate support from base support agencies,Recieve Installation Support,,F,F0413,Installation,10,F0413 - Is HVAC adequate to meet mission requirements, Is HVAC adequate to meet mission requirements,Y,
